Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Miss Genevieve Newton,female,701-81-6327,Fri Feb 14 2014 13:22:04 GMT-0500 (Eastern Standard Time),(375) 365-3328,ME,34372-9196,g.newtonewton@fan.info,Visa,4964xxxxxxxx9460,01/23,female,WKOI,5,$2589.85,10,$7925.659999999999,12,$12262.129999999996
Misses Eleanor Chapman,female,022-80-5200,22/4/2006,(235) 359-3801,N.Y.,47880,e.chapmanhapman@ulranebe.edu,Discover Card,6011xxxxxxxx1302,12/18,female,WOBD,3,$1904.08,7,$6027.83,16,$13723.759999999998
Scott Fitzgerald,male,857-04-8705,20/12/2009,2769345876,Louisiana,28213-9099,s.fitzgeralditzgerald@fidufi.co,American Express,3426xxxxxxx8582,08/20,male,KDVK,2,$997.02,6,$3743.84,12,$10076.540000000003
Miss Kathryn Miles,female,973-19-3430,Mon Jun 24 2013 04:55:45 GMT-0400 (Eastern Daylight Time),8197512898,Vermont,23815,k.milesiles@elcobgu.gov,Diners Club United States & Canada,5428xxxxxxxx4123,10/23,female,WBQN,2,$981.63,6,$3829.1400000000003,15,$10126.570000000002
Mister Dale Todd,male,549-16-6256,5/24/2013,3642468098,I.L.,19389,d.Todd@monafsep.org,Diners Club United States & Canada,5443xxxxxxxx0829,10/18,male,WETN,1,$544.66,5,$3865.68,15,$12019.91
Dr. Kate Garza,female,151-16-3012,Wed Jul 05 2006 23:23:10 GMT-0400 (Eastern Daylight Time),4584084518,C.O.,47276,k.garzaarza@fusgo.net,Diners Club United States & Canada,5412xxxxxxxx0719,10/17,female,KZRS,4,$2470.89,8,$7367.7,9,$11345.83
Leah Craig,female,991-28-9444,Tue May 09 2017 16:58:47 GMT-0400 (Eastern Daylight Time),(387) 815-6617,Maryland,20726,l.craigraig@lacut.edu,Visa,4725xxxxxxxx0348,03/19,female,WXRZ,5,$2976.16,9,$6709.210000000001,12,$12548.4
Doctor Nathan Walters,male,775-31-1838,Fri Aug 16 2013 16:03:40 GMT-0400 (Eastern Daylight Time),(972) 816-6580,Mississippi,32139-1831,n.Walters@raboj.edu,Diners Club United States & Canada,5493xxxxxxxx6060,09/26,male,WVCZ,4,$2108.37,6,$4585.56,13,$12145.930000000002
Pearl Hart,female,508-06-2132,Sat Sep 11 2010 02:58:15 GMT-0400 (Eastern Daylight Time),7249558940,Texas,69848,p.Hart@pej.edu,American Express,3404xxxxxxx6171,12/17,female,KPYZ,1,$505.19,5,$3683.7400000000002,12,$10063.34
Misses Augusta Lee,female,193-93-2737,9/8/2014,2548861215,Mississippi,45441-2873,a.leeee@havhor.edu,American Express,3413xxxxxxx5219,04/25,female,WAIE,4,$1737.69,6,$4477.650000000001,13,$10260.43
Duane Hanson,male,109-38-2148,11/27/2009,7682219721,Hawaii,99807-2603,d.hansonanson@ote.info,Mastercard,5100xxxxxxxx8088,01/25,male,KGIM,0,$0,4,$1984.6,9,$6201.450000000001
Olive Bishop,female,197-48-8603,14/7/2010,(368) 923-8117,Wyoming,27369-8225,o.bishopishop@gap.nz,Discover Card,6011xxxxxxxx3389,11/27,female,KAMZ,0,$0,4,$2666.2200000000003,10,$6681.550000000001
Bessie Young,female,237-73-7367,8/23/2010,2257346494,North Carolina,91885-8147,b.youngoung@za.edu,American Express,3470xxxxxxx3221,03/18,female,WPBT,2,$979.6600000000001,4,$3554.98,14,$10587.23
Allie Lamb,female,535-90-3175,22/9/2011,4828182128,SC,97938,a.lambamb@idronroj.info,Visa,4986xxxxxxxx8305,02/27,female,WVND,3,$1126.87,6,$4240.91,15,$12304.559999999998
Sally Martinez,female,887-81-2631,Tue Nov 28 2006 07:49:34 GMT-0500 (Eastern Standard Time),(976) 844-4438,NM,05900,s.martinezartinez@tij.org,Diners Club United States & Canada,5485xxxxxxxx9413,10/19,female,KQGW,1,$800.22,4,$2914.95,14,$9714.9
Dr. Ethan Lamb,male,352-60-2929,4/13/2008,(327) 683-3088,VT,58762,e.Lamb@kosu.edu,American Express,3410xxxxxxx4483,04/21,male,WBEZ,0,$0,2,$1294.3200000000002,12,$8445.86
Misses Lillian Coleman,female,659-32-0418,Thu Mar 31 2016 18:29:44 GMT-0400 (Eastern Daylight Time),4752553118,M.S.,41174-4305,l.colemanoleman@lidjeproh.co,American Express,3457xxxxxxx3512,07/21,female,WSRE,2,$824.45,5,$3655.81,14,$11172.67
Cora Armstrong,female,402-84-9707,Tue Dec 13 2016 05:49:33 GMT-0500 (Eastern Standard Time),4193048204,Michigan,36703-9679,c.armstrongrmstrong@adeira.com,Discover Card,6011xxxxxxxx9127,08/17,female,WLEV,1,$796.65,3,$1861.3999999999999,11,$6892.06
Dr. Arthur Rios,male,216-70-6289,20/9/2006,7717522400,Arizona,41969-3996,a.riosios@mo.nz,Visa,4837xxxxxxxx8699,01/25,male,KZYV,3,$2098.36,5,$4387.080000000001,15,$12268.210000000001
Aiden Austin,male,819-16-7151,Tue Jul 08 2014 12:27:28 GMT-0400 (Eastern Daylight Time),(463) 646-6416,WY,83718,a.Austin@azeson.de,Visa,4073xxxxxxxx9500,07/18,male,KQYF,5,$3144.81,10,$6861.839999999998,11,$12182.81
Keith McCormick,male,277-99-4117,Mon Jun 22 2009 15:38:17 GMT-0400 (Eastern Daylight Time),(357) 899-9202,Georgia,22681,k.mccormickcCormick@ca.au,American Express,3416xxxxxxx1518,03/19,male,WOHX,0,$0,2,$889.25,10,$5924.75
Miss Genevieve Ward,female,731-67-5064,Sat Mar 28 2015 19:07:39 GMT-0400 (Eastern Daylight Time),3453552437,Texas,87841-9234,g.wardard@evo.com,Diners Club United States & Canada,5427xxxxxxxx2731,05/26,female,KWAW,0,$0,3,$1069.48,11,$6520.2
Marcus Wheeler,male,509-41-1179,Mon Dec 06 2004 17:03:33 GMT-0500 (Eastern Standard Time),4743994513,Colorado,87310,m.wheelerheeler@fe.org,Mastercard,5184xxxxxxxx9303,01/27,male,KWZX,1,$927.6,6,$3582.8300000000004,16,$10766.790000000003
Eleanor Hampton,female,859-68-6477,Thu Jun 27 2013 05:32:55 GMT-0400 (Eastern Daylight Time),(829) 484-7242,Colorado,34022-7647,e.hamptonampton@aboca.de,Visa,4640xxxxxxxx5745,04/24,female,KCYA,3,$1006.7099999999999,4,$3679.33,11,$8145.46
Mrs. Sue Joseph,female,835-28-8233,10/4/2016,3194037100,S.C.,57980-4023,s.josephoseph@wan.com,Visa,4152xxxxxxxx6692,09/17,female,WEZK,1,$95.18,5,$2045.02,14,$8014.280000000001
Dr. Polly Vega,female,432-27-4040,Mon May 16 2005 10:23:29 GMT-0400 (Eastern Daylight Time),7414824709,Georgia,19210-2167,p.vegaega@fic.edu,Diners Club United States & Canada,5480xxxxxxxx5378,05/23,female,WBHW,3,$1355.8600000000001,5,$3897.51,10,$9262.83
Dr. Irene Blair,female,657-82-8975,20/4/2010,9595778703,Georgia,80255,i.blairlair@gafu.org,Visa,4093xxxxxxxx0440,07/25,female,WPYR,4,$1388.82,5,$3293.42,14,$13130.500000000002
Miss Beulah Byrd,female,776-99-3821,Tue Nov 05 2013 09:14:57 GMT-0500 (Eastern Standard Time),6265686338,Rhode Island,88821,b.Byrd@jutul.com,American Express,3445xxxxxxx3843,02/18,female,WWVT,2,$739.5,4,$2024.92,7,$6372.94
Dennis Rodriguez,male,889-90-8127,Fri May 20 2005 13:38:16 GMT-0400 (Eastern Daylight Time),(882) 414-7288,Missouri,44165,d.Rodriguez@keazbam.edu,Visa,4795xxxxxxxx8410,05/25,male,KPUK,0,$0,1,$208.1,3,$2113.71
Ethan Jimenez,male,401-65-8754,10/23/2004,6264267107,Oregon,40344,e.Jimenez@koel.gov,Mastercard,5144xxxxxxxx2207,02/27,male,KSBB,3,$1645.6399999999999,7,$5175.58,12,$13074.53
Clifford Byrd,male,830-58-0404,2/12/2007,(762) 748-7486,Pennsylvania,91774-3508,c.byrdyrd@tailumu.net,Discover Card,6011xxxxxxxx6718,04/18,male,WZVO,5,$2823.03,6,$6404.27,16,$13981.67
Mister Gavin Rowe,male,185-06-0785,30/7/2010,(700) 653-1214,New Jersey,75299,g.Rowe@pi.net,American Express,3435xxxxxxx5784,02/19,male,WHXA,5,$2280.3700000000003,7,$6138.05,11,$11112.369999999999
Dr. Lena Flowers,female,694-20-9832,Wed Nov 19 2008 00:17:04 GMT-0500 (Eastern Standard Time),9233436470,Louisiana,84195-4198,l.Flowers@opuligpo.gov,Discover Card,6011xxxxxxxx2623,03/18,female,WSGB,2,$1447.63,7,$3622.03,15,$11936.429999999998
Gertrude Bowers,female,187-72-5385,1/1/2015,(881) 912-1733,Oregon,41784-5136,g.bowersowers@pavunu.net,American Express,3465xxxxxxx6188,12/18,female,KWCJ,4,$1053.79,8,$3596.3199999999997,10,$8979.63
Mister Gerald Copeland,male,882-88-6567,1/13/2014,(589) 409-8018,Kentucky,72813-9634,g.Copeland@gujvo.gov,Diners Club United States & Canada,5466xxxxxxxx7240,10/26,male,WIRZ,4,$1092.49,6,$5387.45,14,$12258.689999999995
Dr. Lina Perez,female,899-90-3544,12/28/2007,(524) 279-6325,Connecticut,73274-8916,l.perezerez@paz.net,Discover Card,6011xxxxxxxx3194,05/24,female,WMII,4,$1246.8,5,$3766.93,13,$11389.15
Dr. Cameron Rose,male,280-89-9297,2/17/2014,2044588332,O.K.,29849,c.Rose@kac.edu,Visa,4636xxxxxxxx4402,01/23,male,KSFH,5,$3114.4399999999996,7,$7426.429999999999,10,$12049.779999999999
Adelaide Pearson,female,701-91-2296,3/1/2010,(774) 480-9786,Indiana,65290-8531,a.pearsonearson@bumabce.nz,Mastercard,5153xxxxxxxx0962,04/18,female,WFHN,5,$3088.8500000000004,9,$7101.130000000001,16,$16063.25
Virgie Davis,female,736-52-5096,Sun Apr 11 2010 00:51:59 GMT-0400 (Eastern Daylight Time),4388955736,N.J.,18177,v.Davis@hih.info,Mastercard,5157xxxxxxxx5530,09/20,female,WABF,0,$0,1,$580.24,9,$4561.070000000001
Doctor Jordan Allen,male,036-60-1760,Sat Oct 21 2006 23:53:15 GMT-0400 (Eastern Daylight Time),7123158843,DE,12959-5925,j.Allen@zuc.com,American Express,3403xxxxxxx2907,01/18,male,WEXY,1,$74.27,3,$1617.44,13,$8601.22
Misses Gussie Gardner,female,705-51-1881,15/10/2011,(775) 490-1823,D.E.,58407-2435,g.gardnerardner@hujmitre.com,Diners Club United States & Canada,5463xxxxxxxx9906,05/18,female,WPFR,0,$0,5,$2048.41,12,$9311.380000000001
Adrian Curry,male,699-02-0612,3/13/2008,8512591683,ND,93162-1621,a.curryurry@defsib.edu,American Express,3430xxxxxxx0585,12/19,male,KZCY,0,$0,4,$1666,12,$5792.1
Mister Alvin McBride,male,129-82-3704,13/1/2006,9867895174,V.A.,70377,a.mcbridecBride@mavvu.co,American Express,3456xxxxxxx2035,09/26,male,WJBP,2,$298.02000000000004,3,$2499.42,4,$4657.669999999999
Mr. Floyd Dixon,male,845-63-6084,Tue Jul 31 2012 20:18:38 GMT-0400 (Eastern Daylight Time),4648093033,G.A.,43873-7935,f.dixonixon@agzef.gov,Visa,4585xxxxxxxx4379,07/20,male,WIJO,0,$0,2,$988.89,11,$8566.63
Mister James Washington,male,231-64-0811,6/2/2017,(942) 767-6822,GA,04877-2304,j.washingtonashington@ahasa.gov,Discover Card,6011xxxxxxxx7262,05/17,male,WCOV,0,$0,1,$339.98,11,$5781.000000000001
Miss Lela Ramirez,female,099-50-7265,Thu Aug 14 2014 05:43:41 GMT-0400 (Eastern Daylight Time),(531) 488-6564,AK,28316,l.ramirezamirez@umeguh.org,Mastercard,5130xxxxxxxx3299,06/22,female,KOWX,4,$2459.6,5,$5569.429999999999,6,$8103.189999999999
Caroline Reynolds,female,651-77-6722,2/2/2015,9566019275,Arkansas,78962,c.Reynolds@nacevefac.co,American Express,3426xxxxxxx4643,02/18,female,KKHJ,0,$0,4,$2372.19,11,$6824.46
Peter Luna,male,105-32-9937,Fri Dec 30 2016 17:38:14 GMT-0500 (Eastern Standard Time),6642113345,ND,30283-9110,p.lunauna@pufmokri.edu,Diners Club United States & Canada,5452xxxxxxxx8274,06/23,male,KMBG,2,$853.5,5,$3795.8399999999997,13,$10712.420000000002
Anthony Francis,male,379-26-3819,7/15/2017,9035697939,South Carolina,78762,a.Francis@ca.net,Diners Club United States & Canada,5486xxxxxxxx8301,09/18,male,WDQR,4,$2246.96,6,$5383.24,16,$15333.159999999996
Dominic Campbell,male,393-33-3756,6/14/2015,(618) 379-7147,Connecticut,50560-9376,d.campbellampbell@roido.gov,Visa,4293xxxxxxxx9333,12/19,male,WVTX,1,$933.34,2,$2672.79,6,$5941.6
Misses Lydia Gross,female,079-05-2158,Wed Dec 26 2012 14:28:12 GMT-0500 (Eastern Standard Time),(239) 221-1508,AL,11087-2117,l.Gross@kasmepih.net,Visa,4186xxxxxxxx6779,01/20,female,WLXW,2,$688.64,3,$1971.6899999999998,6,$4925.610000000001
Henrietta Blake,female,549-58-4370,6/5/2011,2084029285,District of Columbia,55502,h.blakelake@adsubok.com,Discover Card,6011xxxxxxxx5386,08/26,female,KWBW,3,$1585.03,7,$5342.67,16,$14383.290000000003
Mister Mitchell Payne,male,890-13-6402,Mon Jun 04 2007 20:56:17 GMT-0400 (Eastern Daylight Time),4072233330,Texas,60646-7324,m.payneayne@jem.edu,Discover Card,6011xxxxxxxx4232,02/20,male,KUYN,1,$785.91,5,$2275.01,8,$6621.6100000000015
Mister Eugene Wagner,male,637-08-4309,Fri Nov 03 2006 11:46:10 GMT-0400 (Eastern Daylight Time),3538682178,Oregon,99780,e.wagneragner@la.ca,Discover Card,6011xxxxxxxx7805,12/25,male,KLRQ,5,$2419.25,8,$6678.3099999999995,11,$11508.100000000002
Miss Katharine Alexander,female,533-50-2203,Tue Oct 29 2013 19:34:58 GMT-0400 (Eastern Daylight Time),(959) 775-9898,LA,46249,k.Alexander@luk.gov,Discover Card,6011xxxxxxxx1943,08/26,female,WKJZ,3,$1005.8599999999999,5,$3085.8700000000003,7,$5742.110000000001
Kevin Higgins,male,330-24-0012,Fri Jul 24 2009 11:00:56 GMT-0400 (Eastern Daylight Time),9388576965,NC,17430-3836,k.higginsiggins@hopidoh.au,Discover Card,6011xxxxxxxx3617,07/20,male,WIGL,2,$695.74,5,$3439.88,11,$9024.270000000002
Miss Edith Gilbert,female,269-12-7619,1/30/2008,9274431234,Nebraska,11150,e.gilbertilbert@na.com,American Express,3444xxxxxxx8898,02/17,female,KSOL,1,$757.74,6,$4540.75,8,$10760.699999999999
Dr. Jay Johnston,male,716-24-5121,Thu Feb 10 2011 16:10:44 GMT-0500 (Eastern Standard Time),6342379074,District of Columbia,16251,j.johnstonohnston@pilkikgef.co,American Express,3465xxxxxxx8096,07/26,male,KYBV,3,$2352.13,6,$4770.040000000001,12,$13331.090000000002
Miss Hannah Gonzales,female,917-11-1478,29/11/2012,(273) 312-9806,Iowa,80560-4990,h.gonzalesonzales@aro.gov,American Express,3497xxxxxxx1524,12/25,female,KRFO,1,$794.32,5,$4046.54,7,$8095.59
Misses Sadie Fowler,female,685-24-1785,7/14/2006,(789) 654-1333,DC,15384,s.Fowler@jevubus.net,Discover Card,6011xxxxxxxx6418,04/25,female,KHTW,2,$892.5,7,$4529.219999999999,8,$7870.280000000001
Elizabeth Walton,female,268-10-5464,Thu Jul 28 2005 18:45:39 GMT-0400 (Eastern Daylight Time),(471) 468-5461,Minnesota,26165,e.waltonalton@nauzopef.com,American Express,3415xxxxxxx2008,03/18,female,WVNS,4,$2576.92,8,$5827.759999999999,13,$13334.39
Rose Ramos,female,836-50-7869,8/12/2006,(249) 942-2520,MI,72472-3500,r.ramosamos@pebap.ca,American Express,3457xxxxxxx5996,10/23,female,WDCJ,2,$488.75,4,$1614.26,8,$5547.18
Doctor Isabelle Adkins,female,197-46-3412,Sat Sep 27 2014 19:10:58 GMT-0400 (Eastern Daylight Time),(544) 977-5277,AL,87028-8312,i.adkinsdkins@emetan.co,Visa,4383xxxxxxxx7135,12/24,female,WCHM,3,$861.87,8,$5129.92,10,$10656.24
Dr. Jessie Mendez,female,301-50-7052,Fri Apr 18 2008 22:08:55 GMT-0400 (Eastern Daylight Time),(321) 464-7497,V.A.,10428,j.mendezendez@wano.com,American Express,3471xxxxxxx0778,12/23,female,WPGQ,4,$3346.81,5,$5705.62,11,$12171.309999999998
Adam Paul,male,056-76-0158,10/29/2006,6673492546,PA,03329-5947,a.paulaul@metoz.org,Diners Club United States & Canada,5458xxxxxxxx7624,11/26,male,WARF,0,$0,4,$1880.2399999999998,14,$10404.880000000003
Mister Frederick Evans,male,410-30-1784,Sun Nov 25 2012 13:21:06 GMT-0500 (Eastern Standard Time),8385307635,Kansas,60790,f.evansvans@ifrouc.nz,Mastercard,5114xxxxxxxx3386,11/27,male,KOGY,4,$1593.28,7,$5826.09,14,$12766.45
Jeremy Montgomery,male,117-78-4205,Thu Aug 23 2007 02:14:28 GMT-0400 (Eastern Daylight Time),6846798699,NC,31137-3488,j.montgomeryontgomery@mehec.com,Diners Club United States & Canada,5436xxxxxxxx7101,03/24,male,WARL,2,$1545.01,6,$3968.12,10,$8035.01
Mr. Warren Carroll,male,380-40-5388,9/17/2016,2334987509,IA,59975-5333,w.carrollarroll@oriot.net,Discover Card,6011xxxxxxxx6481,03/20,male,KCZN,4,$2663.6000000000004,8,$6194.31,12,$12715.56
Doctor Rosa Pena,female,132-48-6000,Sat Dec 25 2004 16:16:34 GMT-0500 (Eastern Standard Time),(575) 314-6698,Hawaii,07355-0052,r.penaena@ma.edu,Visa,4859xxxxxxxx3584,10/26,female,KZEV,1,$299.14,4,$2887.75,14,$9526.38
Evan Schwartz,male,441-62-8882,10/18/2004,(859) 520-4271,Arizona,73027,e.Schwartz@tijanioro.gov,American Express,3463xxxxxxx0568,11/26,male,KZNN,4,$3530.2000000000003,6,$6274.599999999999,15,$12668.569999999998
Mary Goodman,female,708-46-5778,17/10/2015,8357151767,Indiana,45107,m.goodmanoodman@pisavci.ca,American Express,3485xxxxxxx4035,11/27,female,WHKL,3,$2075.82,5,$5258.420000000001,6,$7876.170000000001
Hunter Hubbard,male,237-60-3482,2/10/2008,3196256573,IA,59365-3423,h.hubbardubbard@fowcannig.com,Mastercard,5132xxxxxxxx8024,03/20,male,KAOZ,2,$797.3299999999999,7,$4525.82,10,$10198.139999999998
Mister Allen Thompson,male,077-08-7090,Tue Feb 24 2009 05:38:03 GMT-0500 (Eastern Standard Time),(672) 907-7618,Virginia,44228-7971,a.thompsonhompson@fid.net,Diners Club United States & Canada,5415xxxxxxxx3850,11/22,male,WGCC,3,$2021.25,7,$5852.87,8,$10014.710000000001
Dr. Bruce Gonzales,male,457-31-6628,18/12/2008,(535) 372-9690,Colorado,98105-8280,b.Gonzales@cag.edu,Visa,4025xxxxxxxx0269,10/20,male,KRSU,0,$0,5,$2268.28,14,$11435.389999999998
Nathaniel Brooks,male,246-27-4312,Sun Aug 16 2015 03:51:35 GMT-0400 (Eastern Daylight Time),(385) 484-3495,Oklahoma,60137,n.Brooks@gaag.org,Visa,4215xxxxxxxx5662,02/27,male,KFKC,3,$1154.41,6,$4259.64,16,$14732.73
Brett Hogan,male,979-72-0990,Tue Aug 25 2015 09:04:52 GMT-0400 (Eastern Daylight Time),(748) 373-9038,WV,15871,b.hoganogan@ri.net,Mastercard,5157xxxxxxxx0184,05/23,male,WYZD,3,$676.6600000000001,4,$1888.6399999999999,11,$9009.970000000001
Dr. Brandon Oliver,male,656-70-3289,3/2/2005,(349) 782-6236,South Dakota,66624,b.Oliver@fo.edu,Visa,4639xxxxxxxx8859,06/23,male,KAUC,3,$1210.3000000000002,8,$4378.63,9,$10423.310000000001
Lenora Hunter,female,092-54-9429,13/10/2008,(945) 657-7741,U.T.,91829-8560,l.hunterunter@afu.net,Visa,4367xxxxxxxx5578,01/19,female,KSCR,5,$3589.3199999999997,9,$8386.189999999999,12,$15189.309999999998
Mathilda Graves,female,601-97-4256,1/3/2015,(512) 877-5047,Alaska,16348,m.gravesraves@awati.gov,Diners Club United States & Canada,5482xxxxxxxx5354,06/20,female,KMIJ,0,$0,5,$2212.91,6,$4994.78
Miss Sadie Schmidt,female,602-60-0507,Fri Jan 11 2013 12:02:30 GMT-0500 (Eastern Standard Time),(257) 386-2926,N.E.,85443-4923,s.Schmidt@raprepo.info,Mastercard,5162xxxxxxxx0222,01/22,female,KVKA,0,$0,5,$1808.61,10,$7342.24
Mister Carl Reese,male,399-41-4779,Wed Aug 15 2007 18:26:17 GMT-0400 (Eastern Daylight Time),2479325886,P.A.,98682-4835,c.reeseeese@goidwa.info,Diners Club United States & Canada,5477xxxxxxxx6307,02/25,male,WJIP,0,$0,5,$2154.35,11,$5987.26
Misses Hester Ramos,female,787-25-4524,19/2/2008,(765) 702-1621,District of Columbia,48106-4477,h.ramosamos@efaf.com,Diners Club United States & Canada,5440xxxxxxxx3871,04/22,female,WYLE,0,$0,2,$1654.83,4,$3559.2
Edward Bryan,male,629-97-1459,Sat Aug 10 2013 09:13:30 GMT-0400 (Eastern Daylight Time),6688505205,M.O.,59489,e.bryanryan@fevkogoc.com,Diners Club United States & Canada,5454xxxxxxxx8538,12/25,male,KARG,3,$2346.12,7,$6507.78,15,$13956.62
Randy Gonzales,male,616-42-5626,5/8/2013,(902) 655-4482,California,72875,r.gonzalesonzales@nes.net,American Express,3471xxxxxxx8397,12/21,male,KCPO,4,$948.69,5,$3605.63,7,$7345.720000000001
Matilda Bishop,female,449-22-9672,Fri Dec 31 2010 00:11:59 GMT-0500 (Eastern Standard Time),(550) 594-3617,D.E.,33230,m.Bishop@uhewon.org,Mastercard,5126xxxxxxxx8108,11/26,female,WCFZ,5,$3291.2200000000003,7,$7492.26,11,$13034.199999999997
Amelia Paul,female,743-24-2470,29/10/2011,3118731807,West Virginia,39886-7978,a.paulaul@ti.gov,Diners Club United States & Canada,5420xxxxxxxx0556,11/26,female,WVUS,4,$2611.49,6,$5968.71,13,$11742.710000000003
Joe Logan,male,322-83-0990,5/14/2016,(819) 625-9678,C.A.,32854,j.loganogan@rituba.edu,Mastercard,5122xxxxxxxx4342,03/18,male,KIEO,0,$0,4,$2046,14,$9561.410000000002
Dr. Don Walsh,male,961-43-3769,5/25/2013,5002612523,South Carolina,21373-3119,d.walshalsh@wem.co,Mastercard,5123xxxxxxxx0195,04/27,male,WGZW,1,$240,4,$2271.65,5,$4559.200000000001
Cameron Ramsey,male,460-61-1911,Sat Mar 10 2012 03:08:25 GMT-0500 (Eastern Standard Time),(319) 499-5796,Rhode Island,80036-7479,c.Ramsey@um.au,Visa,4223xxxxxxxx8130,09/18,male,WYUT,4,$1886.2600000000002,6,$4768.04,12,$9936.380000000001
Essie Rodriquez,female,940-08-7179,7/23/2015,(635) 593-1762,Colorado,97713-5448,e.Rodriquez@ruur.net,Discover Card,6011xxxxxxxx5758,05/27,female,KEUA,0,$0,4,$2584.33,5,$6595.0599999999995
Sarah Carroll,female,379-64-7005,Thu Mar 08 2007 20:08:50 GMT-0500 (Eastern Standard Time),(531) 746-2035,New Jersey,88947,s.carrollarroll@cota.de,Visa,4726xxxxxxxx6226,01/23,female,WRMR,2,$445.21000000000004,4,$3116.99,5,$4524.3
Jessie Obrien,female,398-71-0015,Tue Aug 08 2006 15:35:35 GMT-0400 (Eastern Daylight Time),2296396137,V.A.,15416-8261,j.obrienbrien@sojuw.co,American Express,3444xxxxxxx4160,12/25,female,WOMO,4,$1748.13,6,$5392.990000000001,15,$12192.450000000003
Doctor Edgar Hughes,male,775-33-5481,4/19/2017,(369) 917-6593,DC,77839-4882,e.hughesughes@mumojet.net,Discover Card,6011xxxxxxxx5567,01/18,male,KXBX,5,$2551.96,6,$5999.780000000001,7,$10522.860000000002
Leila Norman,female,285-75-6571,Mon Nov 30 2015 07:16:42 GMT-0500 (Eastern Standard Time),2405607504,Mississippi,94214-9412,l.normanorman@vahwav.org,Discover Card,6011xxxxxxxx4022,04/17,female,WMJO,4,$1943.86,8,$6677.13,14,$14401.2
Doctor Eva Fowler,female,314-01-0315,10/14/2013,6547676455,HI,11786-6313,e.fowlerowler@voz.gov,Mastercard,5138xxxxxxxx6843,02/21,female,KIJK,5,$2383.31,6,$5918.41,16,$12664.099999999997
Misses Victoria Nunez,female,267-69-8375,Thu Feb 20 2014 20:39:03 GMT-0500 (Eastern Standard Time),6146054166,IL,48722,v.Nunez@liet.net,Mastercard,5133xxxxxxxx7931,10/27,female,WMVI,4,$2368.7599999999998,6,$5334.28,10,$10909.469999999998
Dr. Calvin Carter,male,888-38-2818,Mon Jan 25 2016 17:54:38 GMT-0500 (Eastern Standard Time),9504532870,Wisconsin,86735,c.carterarter@kumicwip.com,Visa,4902xxxxxxxx0795,09/19,male,WWWN,0,$0,4,$2572.38,7,$6187.16
Margaret Davis,female,057-47-0353,Tue Jul 07 2015 10:00:59 GMT-0400 (Eastern Daylight Time),6185438306,I.A.,64462-5967,m.davisavis@co.edu,Diners Club United States & Canada,5426xxxxxxxx8468,02/20,female,KYMY,4,$1897.54,5,$4614.98,12,$10720.799999999997
Mrs. Isabel Nelson,female,050-41-3375,Sat Aug 14 2010 15:00:09 GMT-0400 (Eastern Daylight Time),2108092155,AL,14811-4989,i.nelsonelson@ehmow.gov,Diners Club United States & Canada,5417xxxxxxxx7121,10/25,female,WZCA,5,$2312.2200000000003,10,$6529.830000000001,15,$12536.08
Craig Perkins,male,277-95-8885,5/26/2007,(225) 215-1766,N.D.,43201-1958,c.perkinserkins@remfomle.ca,Diners Club United States & Canada,5485xxxxxxxx2180,09/18,male,KACK,0,$0,2,$1433.19,6,$4437.83
Doctor Nicholas Welch,male,948-30-6787,23/10/2004,(665) 720-9360,Colorado,54242,n.welchelch@laf.gov,Visa,4135xxxxxxxx2770,11/25,male,KXKW,1,$988.12,2,$2218.29,7,$5692.83
Eunice Tran,female,489-22-2032,Mon Jan 19 2009 18:12:44 GMT-0500 (Eastern Standard Time),(972) 468-9045,DE,05827,e.tranran@zeivi.nz,Discover Card,6011xxxxxxxx7994,11/20,female,WONI,1,$581.51,6,$4540.6900000000005,13,$11038.170000000002
Nathan Kim,male,819-69-5012,Mon Sep 05 2005 00:03:20 GMT-0400 (Eastern Daylight Time),5413508668,North Carolina,54112,n.kimim@wo.au,Discover Card,6011xxxxxxxx9023,05/23,male,WVLV,1,$712.15,6,$3508.93,15,$12782.449999999999
Doctor James Riley,male,778-07-7984,2/7/2014,(255) 881-7070,Colorado,76241,j.Riley@izca.org,Diners Club United States & Canada,5486xxxxxxxx5533,06/23,male,KIAM,0,$0,3,$1256.94,8,$5458.49
